company_names,ratings,reviews_count,salary_count,interview_count,jobs_count,company_sector,locations,benefits_count,page_num
TCS,3.3,1.1L,9.8L,11.8k,2.1k,IT Services & Consulting,Bangalore / Bengaluru +439 other locations,10.6k,1
Accenture,3.7,71.4k,6.5L,9.2k,42k,IT Services & Consulting,Bangalore / Bengaluru +255 other locations,6.7k,1
Wipro,3.6,63.6k,4.8L,6.7k,7.1k,IT Services & Consulting,Hyderabad / Secunderabad +370 other locations,4.6k,1
Cognizant,3.6,59.9k,6L,6.3k,710,IT Services & Consulting,Hyderabad / Secunderabad +229 other locations,5.5k,1
Capgemini,3.7,51.4k,4.8L,5.4k,2k,IT Services & Consulting,Bangalore / Bengaluru +183 other locations,3.7k,1
HDFC Bank,3.8,50.6k,1.5L,2.9k,270,Banking,Mumbai +1822 other locations,3.2k,1
Infosys,3.5,47.3k,5.2L,8.3k,2.9k,IT Services & Consulting,Bangalore / Bengaluru +246 other locations,4.8k,1
ICICI Bank,4.0,45.1k,1.5L,2.9k,22,Banking,Mumbai +1437 other locations,3.7k,1
HCLTech,3.4,44.5k,3.7L,4.4k,219,IT Services & Consulting,Chennai +228 other locations,3.8k,1
Tech Mahindra,3.4,42.4k,2.8L,4.5k,466,IT Services & Consulting,Hyderabad / Secunderabad +331 other locations,3.4k,1
Genpact,3.6,40.9k,2.3L,3.8k,1.4k,IT Services & Consulting,Hyderabad / Secunderabad +182 other locations,3.5k,1
Teleperformance,3.8,36.5k,96k,2.2k,1.4k,BPO,Mumbai +255 other locations,1.8k,1
Jio,4.4,32.4k,62.1k,3.9k,3,Telecom,Mumbai +1903 other locations,2.5k,1
Axis Bank,3.6,32.4k,1L,1.9k,193,Banking,Mumbai +1501 other locations,2.1k,1
Concentrix Corporation,3.6,31.6k,1.3L,1.9k,75,BPO,Bangalore / Bengaluru +177 other locations,3.1k,1
Amazon,3.9,30.6k,1.5L,5.8k,1.7k,Internet,Bangalore / Bengaluru +516 other locations,4.1k,1
iEnergizer,4.6,27.1k,24k,1.1k,61,BPO,Noida +51 other locations,430,1
Reliance Retail,3.9,27k,75.3k,1.9k,174,Retail,Mumbai +1154 other locations,1.8k,1
LTIMindtree,3.6,25.8k,1.9L,3.4k,499,IT Services & Consulting,Bangalore / Bengaluru +146 other locations,776,1
IBM,3.9,25.3k,2.1L,2.6k,1.7k,IT Services & Consulting,Bangalore / Bengaluru +160 other locations,2.6k,1
HDB Financial Services,3.9,25.2k,50.2k,1.1k,215,NBFC,Mumbai +1091 other locations,1.5k,2
Larsen & Toubro Limited,3.9,23.2k,74.4k,1.8k,203,Engineering & Construction,Chennai +758 other locations,2.5k,2
Deloitte,3.7,22.4k,2.5L,3.3k,1.8k,Management Consulting,Hyderabad / Secunderabad +187 other locations,2.4k,2
Kotak Mahindra Bank,3.6,21.9k,87.1k,1.4k,103,Banking,Mumbai +683 other locations,1.3k,2
Reliance Industries,4.0,19.8k,72.5k,1.6k,52,Oil & Gas,Jamnagar +814 other locations,1.8k,2
Vodafone Idea,3.9,17.5k,50.2k,671,43,Telecom,Pune +703 other locations,2k,2
Bharti Airtel,3.8,16.9k,49k,1.1k,139,Telecom,Gurgaon / Gurugram +790 other locations,1.6k,2
BYJU'S,3.2,16.4k,53.6k,2.1k,--,EdTech,Bangalore / Bengaluru +321 other locations,1.7k,2
WNS,3.3,14.8k,69k,1.2k,104,IT Services & Consulting,Pune +65 other locations,1.3k,2
IDFC FIRST Bank,3.9,14k,49k,912,24,Banking,Mumbai +714 other locations,692,2
Tata Motors,4.1,14k,42.7k,1.2k,179,Automobile,Pune +506 other locations,1.6k,2
Ernst & Young,3.4,13.9k,1.4L,1.3k,3.8k,Management Consulting,Bangalore / Bengaluru +132 other locations,1.2k,2
IndusInd Bank,3.4,13.8k,52k,753,126,Banking,Mumbai +788 other locations,793,2
AU Small Finance Bank,3.9,13.8k,28.8k,672,49,Banking,Jaipur +783 other locations,577,2
Flipkart,3.9,12.6k,54.2k,1.6k,181,Internet,Bangalore / Bengaluru +558 other locations,1.4k,2
Bajaj Finserv,3.9,12.6k,30.2k,712,8,NBFC,Pune +1166 other locations,706,2
Muthoot FinCorp,4.5,12.1k,9k,2.2k,52,NBFC,Bangalore / Bengaluru +1093 other locations,275,2
PwC,3.3,12k,1.2L,1.5k,956,Management Consulting,Bangalore / Bengaluru +132 other locations,800,2
Mahindra & Mahindra,4.0,11.8k,39.6k,836,1,Automobile,Pune +561 other locations,1.2k,2
DXC Technology,3.6,11.8k,73.2k,886,213,IT Services & Consulting,Bangalore / Bengaluru +132 other locations,1.1k,2
Infosys BPM,3.5,11.8k,73k,1.1k,100,BPO,Bangalore / Bengaluru +95 other locations,1.1k,3
HDFC Life,3.9,11.7k,33k,774,140,Insurance,Mumbai +700 other locations,614,3
Bandhan Bank,3.7,10.7k,24.7k,730,14,Banking,Kolkata +994 other locations,517,3
Conneqt Business Solutions,3.5,10.1k,26.2k,547,351,BPO,Hyderabad / Secunderabad +266 other locations,772,3
Mphasis,3.3,10k,73.2k,915,53,IT Services & Consulting,Bangalore / Bengaluru +63 other locations,846,3
Yes Bank,3.6,9.9k,43.1k,544,141,Banking,Mumbai +538 other locations,608,3
Tata Steel,4.0,9.7k,34k,1k,--,Iron & Steel,Jamshedpur +229 other locations,659,3
Quess,3.8,9.5k,30.8k,529,22,Recruitment,Bangalore / Bengaluru +741 other locations,440,3
Maruti Suzuki,4.2,9.4k,28k,767,8,Automobile,Gurgaon / Gurugram +451 other locations,1.1k,3
Startek,3.1,9.3k,24.4k,620,123,BPO,Bangalore / Bengaluru +105 other locations,681,3
Asian Paints,4.0,9.3k,25.4k,837,69,Chemicals,Mumbai +548 other locations,884,3
UltraTech Cement,4.1,9.2k,23.9k,777,31,Building Material,Mumbai +535 other locations,619,3
Paytm,3.2,9.2k,34.1k,882,395,FinTech,Noida +418 other locations,582,3
Shriram Finance,4.0,8.9k,14.9k,439,6,NBFC,Chennai +1111 other locations,21,3
Bajaj Finance,3.9,8.9k,22.4k,425,7.2k,NBFC,Pune +972 other locations,502,3
Sutherland Global Services,3.4,8.7k,34.4k,775,222,BPO,Chennai +82 other locations,901,3
Equitas Small Finance Bank,4.4,8.7k,13.2k,999,21,Banking,Chennai +480 other locations,397,3
EXL Service,3.6,8.4k,44.1k,892,1.5k,Analytics & KPO,Noida +62 other locations,799,3
Cipla,4.1,8.4k,26k,580,68,Pharma,Mumbai +292 other locations,850,3
Ericsson,3.9,8.3k,42.4k,469,82,Telecom,Noida +162 other locations,998,3
Samsung,3.9,8.3k,26.3k,617,27,Consumer Electronics & Appliances,Noida +580 other locations,520,4
Wells Fargo,3.7,8.2k,55.4k,675,123,Financial Services,Bangalore / Bengaluru +27 other locations,855,4
Dr. Reddy's,4.0,8.1k,26k,498,13,Pharma,Hyderabad / Secunderabad +214 other locations,740,4
Optum Global Solutions,4.0,7.7k,48.6k,751,110,IT Services & Consulting,Hyderabad / Secunderabad +68 other locations,686,4
Delhivery,3.8,7.7k,21.1k,601,194,Logistics,Gurgaon / Gurugram +754 other locations,656,4
ICICI Prudential Life Insurance,4.0,7.6k,22.9k,473,574,Insurance,Mumbai +505 other locations,625,4
JSW Steel,3.9,7.6k,30.4k,790,115,Iron & Steel,Ballari +193 other locations,600,4
JPMorgan Chase & Co.,3.8,7.6k,85.7k,854,811,Financial Services,Bangalore / Bengaluru +55 other locations,845,4
HGS,3.7,7.6k,20.9k,273,20,BPO,Bangalore / Bengaluru +121 other locations,968,4
Jana Small Finance Bank,3.8,7.5k,14.4k,304,39,Banking,Bangalore / Bengaluru +419 other locations,623,4
Hexaware Technologies,3.4,7.4k,53.1k,815,689,IT Services & Consulting,Chennai +68 other locations,547,4
Ujjivan Small Finance Bank,4.0,7.4k,12.9k,313,212,Banking,Bangalore / Bengaluru +533 other locations,579,4
Sun Pharmaceutical Industries,4.1,7.4k,23.3k,652,316,Pharma,Vadodara +265 other locations,594,4
Amazon Development Centre India,3.8,7.4k,38.3k,876,8,Internet,Hyderabad / Secunderabad +146 other locations,20,4
Lupin,4.1,7.2k,22.5k,436,38,Pharma,Pune +201 other locations,764,4
L&T Construction,4.0,7.2k,19.2k,943,--,Engineering & Construction,Chennai +433 other locations,929,4
Zydus Lifesciences,3.9,7.2k,19.9k,419,30,Pharma,Ahmedabad +177 other locations,605,4
Ekart Logistics,3.9,7.2k,15.9k,405,--,Logistics,Bangalore / Bengaluru +741 other locations,422,4
Hindustan Unilever,4.2,7.1k,20.1k,463,43,FMCG,Mumbai +533 other locations,704,4
KPMG India,3.4,7k,65k,913,66,Management Consulting,Bangalore / Bengaluru +112 other locations,749,4
ITC,3.9,7k,24.4k,684,76,FMCG,Bangalore / Bengaluru +376 other locations,638,5
Axis Max Life Insurance,4.0,6.9k,19.7k,399,143,Insurance,New Delhi +495 other locations,495,5
Megha Engineering & Infrastructures,3.9,6.8k,18.6k,560,33,Engineering & Construction,Hyderabad / Secunderabad +406 other locations,539,5
Tata Projects,4.2,6.7k,22.1k,584,26,Engineering & Construction,Mumbai +286 other locations,540,5
Coforge,3.2,6.5k,48.8k,693,133,IT Services & Consulting,Noida +103 other locations,273,5
FIS,3.8,6.4k,38.8k,532,135,FinTech,Pune +61 other locations,721,5
L&T Technology Services,3.1,6.4k,43k,626,--,IT Services & Consulting,Bangalore / Bengaluru +93 other locations,443,5
Bajaj Life Insurance,3.8,6.4k,17k,440,65,Insurance,Pune +608 other locations,474,5
Cholamandalam Investment & Finance,3.8,6.4k,13k,279,17,Financial Services,Chennai +841 other locations,293,5
IIFL Finance,4.0,6.2k,14.1k,323,81,NBFC,Mumbai +801 other locations,399,5
Oracle,3.5,6.2k,62.6k,944,1.1k,Software Product,Bangalore / Bengaluru +56 other locations,617,5
Indian Army,4.7,6.2k,9.5k,202,--,Defence & Aerospace,New Delhi +365 other locations,728,5
Muthoot Finance,3.7,6.2k,13k,344,91,NBFC,Bangalore / Bengaluru +784 other locations,325,5
JLL,4.1,6.2k,24.2k,480,291,Real Estate,Gurgaon / Gurugram +85 other locations,539,5
Omega Healthcare,3.8,6.2k,26.3k,541,118,BPO,Chennai +69 other locations,391,5
eClerx,3.1,6.1k,31.9k,628,316,IT Services & Consulting,Pune +32 other locations,555,5
HCL Group,3.5,6.1k,39.8k,514,--,IT Services & Consulting,Chennai +97 other locations,661,5
Piramal Finance,4.2,6k,12.7k,291,6,NBFC,Mumbai +423 other locations,445,5
Virtusa Consulting Services,3.7,5.9k,56.4k,665,1.4k,IT Services & Consulting,Hyderabad / Secunderabad +55 other locations,318,5
DMart,3.9,5.9k,18.6k,541,208,Retail,Mumbai +247 other locations,470,5
HSBC Group,3.9,5.8k,42.8k,545,135,Financial Services,Bangalore / Bengaluru +63 other locations,1.1k,6
Indiamart Intermesh,3.5,5.8k,20k,743,554,Internet,Noida +173 other locations,432,6
SMFG India Credit,3.9,5.8k,11k,205,89,NBFC,Mumbai +595 other locations,348,6
Udaan,3.9,5.7k,15.6k,372,5,Internet,Bangalore / Bengaluru +368 other locations,755,6
Aurobindo Pharma,4.0,5.7k,20.7k,286,19,Pharma,Hyderabad / Secunderabad +115 other locations,468,6
Siemens,3.9,5.7k,33.5k,503,801,Industrial Automation,Bangalore / Bengaluru +152 other locations,633,6
Access Healthcare,3.7,5.7k,28.4k,390,569,BPO,Chennai +64 other locations,347,6
BigBasket,3.9,5.7k,19.2k,476,86,Internet,Bangalore / Bengaluru +139 other locations,381,6
Manappuram Finance,3.9,5.6k,9.1k,220,7,NBFC,Bangalore / Bengaluru +649 other locations,260,6
PolicyBazaar,3.7,5.6k,17.1k,621,465,Internet,Gurgaon / Gurugram +149 other locations,231,6
Tata Capital,4.0,5.6k,15.8k,266,3.5k,NBFC,Mumbai +439 other locations,258,6
ICICI Lombard General Insurance Company,3.5,5.6k,20.1k,353,189,Insurance,Mumbai +313 other locations,366,6
Shapoorji Pallonji Group,4.1,5.6k,15.3k,418,80,Engineering & Construction,Mumbai +189 other locations,632,6
GlobalLogic,3.5,5.6k,40.3k,677,47,IT Services & Consulting,Hyderabad / Secunderabad +60 other locations,515,6
Firstsource Solutions,3.5,5.6k,24.2k,358,145,BPO,Bangalore / Bengaluru +74 other locations,570,6
Standard Chartered,3.6,5.6k,42k,321,--,Banking,Chennai +68 other locations,305,6
Mahindra Finance,3.9,5.5k,12.1k,215,430,NBFC,Mumbai +730 other locations,507,6
Apollo Hospitals,4.1,5.5k,16.5k,475,162,Healthcare,Chennai +229 other locations,507,6
Bosch Global Software Technologies,3.7,5.5k,40k,387,21,IT Services & Consulting,Bangalore / Bengaluru +47 other locations,625,6
UST,3.7,5.5k,39.4k,584,154,IT Services & Consulting,Bangalore / Bengaluru +50 other locations,408,6
Ashok Leyland,4.0,5.5k,18.6k,315,--,Automobile,Chennai +259 other locations,642,7
Swiggy,3.7,5.4k,23k,561,269,Internet,Bangalore / Bengaluru +230 other locations,343,7
Citicorp,3.7,5.4k,52k,619,--,Financial Services,Pune +68 other locations,517,7
Hero MotoCorp,4.1,5.3k,15.7k,406,2,Automobile,Gurgaon / Gurugram +367 other locations,584,7
Cyient,3.6,5.3k,27.5k,331,86,IT Services & Consulting,Hyderabad / Secunderabad +48 other locations,466,7
CGI Group,4.0,5.3k,45.5k,555,889,IT Services & Consulting,Bangalore / Bengaluru +43 other locations,354,7
SBI Cards & Payment Services,3.6,5.2k,15.9k,300,99,Financial Services,Gurgaon / Gurugram +436 other locations,344,7
Kalpataru Projects International,4.2,5.1k,13.8k,324,1,Engineering & Construction,Mumbai +321 other locations,203,7
JustDial,3.5,5.1k,15.5k,389,53,Internet,Noida +229 other locations,372,7
BNY,3.6,5.1k,30.7k,395,3,Financial Services,Pune +25 other locations,528,7
IQVIA,3.7,5.1k,30.5k,541,26,Clinical Research,Bangalore / Bengaluru +65 other locations,524,7
NTT Data,3.8,5k,35.9k,730,197,IT Services & Consulting,Bangalore / Bengaluru +81 other locations,156,7
Nagarjuna Construction Company,4.0,5k,12k,434,13,Engineering & Construction,Hyderabad / Secunderabad +297 other locations,408,7
SBI Life Insurance Company,3.7,5k,11.5k,306,9,Insurance,Mumbai +655 other locations,327,7
TVS Motor,3.9,5k,15.8k,394,70,Automobile,Hosur +349 other locations,536,7
CBRE,4.1,5k,18.7k,342,29,Real Estate,Hyderabad / Secunderabad +91 other locations,443,7
Schneider Electric,4.2,5k,24.3k,449,25,Industrial Automation,Bangalore / Bengaluru +119 other locations,436,7
Persistent Systems,3.6,4.9k,44.7k,702,250,IT Services & Consulting,Pune +41 other locations,369,7
State Bank of India,3.8,4.9k,11.6k,308,15,Banking,Mumbai +618 other locations,400,7
Atos,3.8,4.9k,34.1k,405,90,IT Services & Consulting,Pune +49 other locations,456,7
vivo,4.1,4.9k,13k,235,11,Consumer Electronics & Appliances,Noida +414 other locations,643,8
Ecom Express,4.0,4.8k,9.6k,263,--,Logistics,Gurgaon / Gurugram +775 other locations,323,8
KEC International,4.0,4.8k,13.2k,415,8,Engineering & Construction,Mumbai +314 other locations,441,8
Eviden,3.6,4.8k,28k,316,8,IT Services & Consulting,Pune +39 other locations,1,8
Amdocs,3.6,4.8k,37.2k,559,11,Software Product,Pune +23 other locations,614,8
JBM Group,3.9,4.7k,13.9k,345,56,Auto Components,Gurgaon / Gurugram +117 other locations,342,8
Nagarro,3.9,4.7k,32.4k,829,928,IT Services & Consulting,Gurgaon / Gurugram +49 other locations,1.1k,8
Varun Beverages,4.0,4.7k,11.8k,343,34,Beverage,New Delhi +379 other locations,321,8
ITC Infotech,3.7,4.7k,29.5k,411,76,IT Services & Consulting,Bangalore / Bengaluru +67 other locations,281,8
Bosch,4.1,4.6k,20.7k,375,--,Auto Components,Bangalore / Bengaluru +131 other locations,599,8
Home Credit Finance,4.0,4.6k,9.4k,146,105,NBFC,Gurgaon / Gurugram +136 other locations,629,8
Randstad,3.7,4.5k,16.4k,324,8,Recruitment,Hyderabad / Secunderabad +352 other locations,342,8
EY Global Delivery Services ( EY GDS),3.5,4.5k,48.7k,878,12,IT Services & Consulting,Bangalore / Bengaluru +56 other locations,146,8
Hewlett Packard Enterprise,4.1,4.5k,27.1k,266,230,IT Services & Consulting,Bangalore / Bengaluru +104 other locations,546,8
Utkarsh Small Finance Bank,3.6,4.5k,10.8k,297,24,Banking,Varanasi +408 other locations,270,8
Mahindra Logistics,3.7,4.5k,12.9k,251,--,Logistics,Mumbai +233 other locations,445,8
Aditya Birla Fashion and Retail,4.1,4.5k,13.1k,264,79,Fashion & Textile,Bangalore / Bengaluru +291 other locations,391,8
L&T Finance,3.9,4.5k,11.7k,216,--,NBFC,Mumbai +636 other locations,261,8
Dell,3.8,4.5k,28.7k,423,17,Consumer Electronics & Appliances,Bangalore / Bengaluru +117 other locations,540,8
Havells,3.9,4.5k,15.6k,286,33,Electrical Equipment,Noida +261 other locations,315,8
Havells,3.9,4.5k,15.5k,286,33,Electrical Equipment,Noida +261 other locations,315,9
CARS24,3.4,4.5k,15.4k,404,118,Internet,Gurgaon / Gurugram +172 other locations,410,9
Intas Pharmaceuticals,4.1,4.4k,17.4k,259,57,Pharma,Ahmedabad +148 other locations,362,9
R1 RCM,3.8,4.4k,21.2k,356,165,BPO,New Delhi +46 other locations,334,9
Hyundai Motor India Limited,4.1,4.4k,13.9k,321,5,Automobile,Chennai +287 other locations,518,9
Tata AIA Life Insurance,3.9,4.4k,14.3k,249,661,Insurance,Mumbai +441 other locations,297,9
Deutsche Bank,3.8,4.3k,36k,418,402,Banking,Pune +42 other locations,399,9
Hetero,3.9,4.3k,15.1k,296,145,Pharma,Hyderabad / Secunderabad +68 other locations,332,9
Motilal Oswal Financial Services,3.7,4.3k,13k,540,46,Financial Services,Mumbai +168 other locations,167,9
Berger Paints,3.7,4.3k,10k,424,135,Chemicals,Kolkata +354 other locations,273,9
Team Lease,3.9,4.3k,16.1k,248,2,Recruitment,Bangalore / Bengaluru +398 other locations,215,9
VE Commercial Vehicles,3.9,4.2k,14.2k,283,6,Automobile,Indore +179 other locations,340,9
Lenskart,3.3,4.2k,13k,441,124,Internet,New Delhi +239 other locations,199,9
Thermax Limited,4.2,4.2k,13k,333,78,Industrial Machinery,Pune +252 other locations,371,9
Bajaj Auto,3.8,4.1k,14.6k,322,--,Automobile,Pune +318 other locations,496,9
Macleods Pharmaceuticals,3.7,4.1k,15.5k,268,6,Pharma,Mumbai +134 other locations,334,9
Kogta Financial India Limited,4.7,4.1k,1.8k,245,112,NBFC,Jaipur +259 other locations,31,9
Aakash Educational Services,3.2,4.1k,13.6k,365,66,Education & Training,New Delhi +244 other locations,212,9
Jubilant Foods Works,3.7,4.1k,9.4k,249,203,Hospitality,New Delhi +262 other locations,180,9
LG Electronics,3.9,4.1k,11k,259,--,Consumer Electronics & Appliances,Pune +298 other locations,399,9
Hindalco Industries,4.2,4k,12.5k,300,8,Metals & Mining,Sambalpur +128 other locations,327,10
Royal Enfield,4.2,4k,14.7k,199,18,Automobile,Chennai +372 other locations,396,10
Jindal Steel Limited,3.9,4k,15.6k,414,28,Iron & Steel,Angul +173 other locations,328,10
John Deere,4.0,4k,15.3k,267,1,Industrial Machinery,Pune +155 other locations,417,10
Tata Communications,3.9,4k,23.5k,300,214,Telecom,Pune +102 other locations,426,10
HDFC Ergo General Insurance,4.0,4k,12k,197,13,Insurance,Mumbai +325 other locations,273,10
DCB Bank,3.8,4k,9.3k,226,11,Banking,Mumbai +342 other locations,248,10
State Street Corporation,3.5,3.9k,31.4k,283,8,Financial Services,Bangalore / Bengaluru +35 other locations,261,10
RBL Bank,3.5,3.9k,18.3k,236,51,Banking,Mumbai +284 other locations,221,10
Cummins,4.3,3.9k,15.5k,281,10,Industrial Machinery,Pune +115 other locations,458,10
Oyo Rooms,3.1,3.9k,14.3k,254,123,Internet,Gurgaon / Gurugram +122 other locations,389,10
Alembic Pharmaceuticals,3.9,3.8k,15.4k,253,69,Pharma,Vadodara +187 other locations,378,10
Pidilite Industries,4.2,3.8k,11.4k,257,3,Chemicals,Mumbai +314 other locations,359,10
Bank of America,4.1,3.8k,28.3k,285,--,Banking,Gurgaon / Gurugram +35 other locations,413,10
Reliance Communications,4.0,3.8k,9.5k,105,--,Telecom,Mumbai +467 other locations,375,10
Publicis Sapient,3.4,3.8k,30.8k,690,261,IT Services & Consulting,Bangalore / Bengaluru +46 other locations,391,10
Carelon Global Solutions,3.9,3.8k,26.7k,410,31,IT Services & Consulting,Bangalore / Bengaluru +21 other locations,7,10
Subros,3.8,3.8k,12.5k,217,1,Auto Components,Noida +89 other locations,379,10
Viatris,4.1,3.8k,14.2k,164,4,Pharma,Hyderabad / Secunderabad +80 other locations,500,10
XpressBees,4.2,3.8k,8.2k,441,11,Logistics,Pune +475 other locations,176,10
American Express,4.1,3.8k,24.6k,423,149,Financial Services,Gurgaon / Gurugram +53 other locations,435,11
PVR INOX,3.9,3.8k,9.4k,212,22,Media & Entertainment,New Delhi +149 other locations,242,11
PNB MetLife,3.4,3.7k,8k,192,9,Insurance,New Delhi +426 other locations,217,11
Automatic Data Processing (ADP),3.9,3.7k,22k,290,53,Software Product,Hyderabad / Secunderabad +40 other locations,457,11
Aditya Birla Sun Life Insurance,4.0,3.7k,10k,177,--,Insurance,Mumbai +488 other locations,214,11
Kyndryl,3.9,3.7k,26k,224,33,IT Services & Consulting,Bangalore / Bengaluru +37 other locations,163,11
Grasim Industries,4.0,3.7k,12.7k,272,5,Building Material,Bharuch +242 other locations,267,11
Escorts Kubota Limited,4.1,3.7k,13.3k,294,2,Automobile,Faridabad +154 other locations,255,11
Aditya Birla Capital,3.8,3.7k,14.1k,255,3,NBFC,Mumbai +339 other locations,211,11
Maersk,4.0,3.7k,18.9k,247,36,Logistics,Chennai +49 other locations,420,11
Altruist Technologies,4.4,3.7k,8.2k,689,9,BPO,Bangalore / Bengaluru +44 other locations,83,11
Synechron,3.4,3.6k,28k,403,82,IT Services & Consulting,Pune +32 other locations,238,11
Glenmark Pharmaceuticals,3.8,3.6k,12.3k,178,122,Pharma,Mumbai +185 other locations,317,11
Birlasoft,3.5,3.6k,29.7k,315,526,IT Services & Consulting,Pune +50 other locations,235,11
Sodexo,4.0,3.6k,9.7k,200,961,Facility Management Services,Mumbai +157 other locations,364,11
KPIT Technologies,3.0,3.6k,23k,341,39,Software Product,Pune +44 other locations,289,11
JK Cement,4.0,3.6k,9.7k,331,1,Building Material,New Delhi +329 other locations,257,11
Godrej & Boyce Manufacturing,3.9,3.6k,15k,225,93,Consumer Electronics & Appliances,Mumbai +165 other locations,412,11
Samvardhana Motherson Group,3.7,3.6k,12.1k,257,12,Auto Components,Noida +93 other locations,403,11
Dabur,3.8,3.6k,8.8k,329,21,FMCG,New Delhi +320 other locations,276,11
Bharat Electronics,4.2,3.6k,12.3k,244,--,Electronics Manufacturing,Bangalore / Bengaluru +87 other locations,312,12
Kotak Mahindara Life Insurance,3.5,3.6k,12.3k,259,197,Insurance,Mumbai +256 other locations,256,12
Cogent E Services,3.2,3.6k,10.2k,292,1,BPO,Noida +55 other locations,220,12
Abbott,4.1,3.6k,11.8k,180,241,Pharma,Mumbai +214 other locations,361,12
Aarti Industries,4.1,3.5k,14.3k,328,15,Agro Chemicals,Bharuch +58 other locations,351,12
Ipca Laboratories,3.8,3.5k,11.5k,202,47,Pharma,Mumbai +160 other locations,245,12
Reliance Projects & Property Management Services,4.0,3.5k,7.1k,210,--,Other,Kolkata +619 other locations,20,12
Indian Oil Corporation,4.3,3.5k,7.7k,234,--,Oil & Gas,New Delhi +309 other locations,291,12
Alkem Laboratories,3.9,3.5k,9.8k,193,12,Pharma,Mumbai +196 other locations,328,12
MRF Tyres,3.6,3.5k,12.6k,369,18,Auto Components,Chennai +193 other locations,345,12
Reliance Digital,4.2,3.5k,8.1k,166,1,Retail,Mumbai +378 other locations,241,12
Cloudnine Hospital,4.4,3.5k,2.9k,1.1k,4,Healthcare,Bangalore / Bengaluru +46 other locations,78,12
Johnson Controls,3.5,3.5k,17.4k,301,5,Industrial Automation,Pune +57 other locations,266,12
"NTT DATA, Inc.",3.9,3.5k,21.3k,152,75,IT Services & Consulting,Bangalore / Bengaluru +36 other locations,624,12
PhonePe,4.1,3.5k,12.8k,413,66,FinTech,Bangalore / Bengaluru +391 other locations,183,12
IGT Solutions,3.2,3.4k,13.5k,252,107,BPO,New Delhi +47 other locations,213,12
Honda Motorcycle & Scooter,4.1,3.4k,11.1k,202,--,Automobile,Gurgaon / Gurugram +298 other locations,348,12
UNO Minda,3.9,3.4k,11.2k,251,13,Auto Components,Pune +109 other locations,279,12
Vishal Mega Mart,3.8,3.4k,6.1k,205,4,Retail,New Delhi +377 other locations,273,12
Hindustan Coca Cola Beverages,4.0,3.4k,7.6k,176,34,Beverage,Bangalore / Bengaluru +260 other locations,377,12
ArcelorMittal Nippon Steel,4.1,3.4k,11.7k,270,--,Iron & Steel,Surat +85 other locations,111,13
24/7 Customer,3.4,3.4k,11.5k,183,70,Software Product,Bangalore / Bengaluru +36 other locations,406,13
UBS,3.8,3.4k,31.3k,370,2,Financial Services,Pune +19 other locations,117,13
DTDC Express,3.7,3.4k,8.5k,194,20,Logistics,New Delhi +270 other locations,263,13
Bajaj General Insurance Limited,3.7,3.3k,10.8k,138,71,Insurance,Pune +303 other locations,236,13
Ford Motor,4.2,3.4k,15.2k,174,--,Automobile,Chennai +130 other locations,397,13
Reliance Nippon Life Insurance,3.4,3.3k,8.4k,167,2,Insurance,Mumbai +482 other locations,229,13
Ceat Tyres,3.9,3.3k,12.9k,209,7,Auto Components,Nagpur +140 other locations,346,13
ABB,4.1,3.3k,17.7k,285,8,Industrial Machinery,Bangalore / Bengaluru +107 other locations,346,13
HARMAN,3.8,3.3k,24.1k,291,123,Consumer Electronics & Appliances,Bangalore / Bengaluru +42 other locations,100,13
Blinkit,3.8,3.3k,12.4k,325,--,Internet,Gurgaon / Gurugram +145 other locations,202,13
RSPL Group,4.1,3.3k,9.5k,253,29,FMCG,Kanpur +256 other locations,293,13
Barclays,3.7,3.3k,31.1k,312,--,Banking,Pune +36 other locations,253,13
AGS Health,4.0,3.3k,14.2k,210,30,Analytics & KPO,Chennai +63 other locations,272,13
NatWest Group,4.0,3.3k,20.8k,234,85,Banking,Gurgaon / Gurugram +29 other locations,362,13
TVS Credit Services Ltd,4.2,3.2k,7.5k,156,21,NBFC,Chennai +425 other locations,195,13
InterGlobe Aviation,3.5,3.2k,13.5k,367,87,Aviation,New Delhi +104 other locations,315,13
Indian Air Force,4.5,3.2k,5.3k,81,--,Defence & Aerospace,New Delhi +134 other locations,354,13
Niva Bupa Health Insurance Company,4.1,3.2k,8.2k,372,115,Insurance,New Delhi +319 other locations,119,13
Alstom Transportation,3.7,3.2k,14.8k,276,336,Engineering & Construction,Bangalore / Bengaluru +80 other locations,173,13
Croma,3.8,3.2k,9k,183,27,Retail,Mumbai +191 other locations,186,14
Conduent,3.4,3.2k,16.8k,231,447,BPO,Bangalore / Bengaluru +35 other locations,366,14
Tata Technologies,3.4,3.2k,22.6k,306,118,Engineering & Construction,Pune +55 other locations,308,14
GeBBS Healthcare Solutions,3.7,3.2k,11.2k,179,75,BPO,Mumbai +26 other locations,291,14
Allcargo Logistics,3.8,3.2k,6.9k,137,20,Logistics,Mumbai +175 other locations,335,14
Tata AIG,4.0,3.2k,11.3k,191,83,Insurance,Mumbai +260 other locations,245,14
Marpu Foundation,4.9,3.1k,60,265,--,Non-Profit,Hyderabad / Secunderabad +61 other locations,8,14
Max Healthcare,3.9,3.1k,10.3k,186,127,Healthcare,New Delhi +78 other locations,276,14
UPL,4.1,3.1k,11.1k,217,48,Agro Chemicals,Ankleshwar +186 other locations,293,14
